Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Fate/Extella: The Umbral Star,PlayStation,2016.0,Action,PQube,0.0,0.0,0.11,0.0,0.11,66.0,26.0,7.7,14.0,T
Calling,Nintendo,2009.0,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,49.0,28.0,6.7,16.0,T
Bionicle Heroes,Nintendo,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,51.0,4.0,5.2,5.0,E10+
Eagle Flight,PlayStation,2016.0,Adventure,Ubisoft,0.03,0.07,0.0,0.02,0.11,72.0,33.0,7.7,25.0,E10+
Bodycount,PlayStation,2011.0,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,50.0,40.0,3.5,28.0,M
Samurai Warriors 4,PlayStation,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,5.0,8.6,18.0,T
The King of Fighters 2000/2001,PlayStation,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,71.0,31.0,8.6,17.0,T
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation,2016.0,Action,Activision,0.07,0.02,0.0,0.02,0.11,44.0,49.0,5.4,165.0,T
Ninja Assault,PlayStation,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,17.0,5.3,4.0,T
Alias,PlayStation,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64.0,31.0,8.0,10.0,T
Night at the Museum: Battle of the Smithsonian,Xbox,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,50.0,15.0,7.1,8.0,E10+
Spyborgs,Nintendo,2009.0,Action,Capcom,0.09,0.01,0.0,0.01,0.11,66.0,30.0,6.3,6.0,T
Bodycount,Xbox,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,M
NHL Rivals 2004,Xbox,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,65.0,39.0,8.8,20.0,E
Avatar: The Last Airbender,PlayStation,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,57.0,9.0,6.3,10.0,E10+
Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,85.0,47.0,8.8,530.0,No Rating
Death Jr.: Root of Evil,Nintendo,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71.0,14.0,8.1,14.0,T
Lost in Blue,Nintendo,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,33.0,7.8,21.0,E10+
Michael Phelps: Push the Limit,Xbox,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,48.0,10.0,3.5,6.0,E
Charlie and the Chocolate Factory,Xbox,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,39.0,20.0,0.5,8.0,E
Constantine,PlayStation,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11,58.0,29.0,7.4,24.0,M
Dynasty Tactics 2,PlayStation,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,78.0,18.0,9.1,13.0,T
Real World Golf,PlayStation,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,73.0,11.0,6.3,4.0,E
Blazblue: Continuum Shift Extend,PlayStation,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83.0,28.0,7.5,97.0,T
Ty the Tasmanian Tiger 2: Bush Rescue,Xbox,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,69.0,29.0,8.8,4.0,E
Mushroom Men: Rise of the Fungi,Nintendo,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,16.0,7.3,4.0,E
The Polar Express,Nintendo,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,40.0,7.0,4.7,9.0,E
BMX XXX,Xbox,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58.0,26.0,7.8,9.0,M
Frogger: Helmet Chaos,PlayStation,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,18.0,6.4,5.0,E
Pimp My Ride,Xbox,2006.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,3.8,29.0,T
Hellboy: The Science of Evil,Xbox,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,31.0,5.7,9.0,T
Assassins Creed Chronicles,PlayStation,2016.0,Action,Ubisoft,0.01,0.06,0.02,0.02,0.11,70.0,6.0,8.1,25.0,T
Doom 3,PC,2004.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.11,87.0,83.0,7.6,905.0,M
Song of the Deep,PlayStation,2016.0,Action,Insomniac Games,0.09,0.0,0.0,0.02,0.11,69.0,41.0,7.1,33.0,E
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,E
Astro Boy: The Video Game,Nintendo,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0,E10+
Dragon Ball Z: Battle of Z,PlayStation,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,7.0,7.5,54.0,T
Resident Evil: Revelations 2,Xbox,2015.0,Action,Capcom,0.08,0.02,0.0,0.01,0.11,75.0,22.0,7.5,107.0,M
BlazBlue: Continuum Shift II,Nintendo,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,T
Mana Khemia: Student Alliance,PlayStation,2008.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.11,41.0,19.0,5.3,37.0,E10+
Cabelas North American Adventures,Xbox,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,51.0,5.0,9.0,4.0,T
Rengoku: The Tower of Purgatory,PlayStation,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,30.0,5.6,22.0,M
Bust-A-Move DS,Nintendo,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7.0,6.0,E
Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.09,0.0,0.02,0.11,92.0,58.0,9.1,1059.0,T
Dawn of Discovery,Nintendo,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.3,7.0,E
Samurai Warriors 4: Empires,PlayStation,2015.0,Action,Tecmo Koei,0.03,0.01,0.06,0.01,0.11,71.0,29.0,6.7,17.0,T
Where the Wild Things Are,PlayStation,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53.0,8.0,4.8,4.0,E10+
Mega Man Zero 4,Nintendo,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77.0,17.0,9.1,21.0,E
NASCAR 14,PlayStation,2014.0,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,7.0,4.6,20.0,E
ArmA III,PC,2013.0,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,38.0,7.4,870.0,M
Tiger Woods PGA Tour 06,Nintendo,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,19.0,5.8,5.0,E
FIFA World Cup Germany 2006,PlayStation,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,72.0,15.0,7.3,8.0,E
Reign of Fire,Nintendo,2002.0,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,54.0,9.0,5.9,7.0,T
Rogue Warrior,Xbox,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28.0,33.0,2.8,64.0,M
Ride,Xbox,2015.0,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.01,0.11,54.0,9.0,5.3,17.0,E
Mace Griffin: Bounty Hunter,Xbox,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64.0,27.0,8.2,11.0,M
Martian Gothic: Unification,PlayStation,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,64.0,4.0,6.3,17.0,M
Fight Clu,Xbox,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,29.0,4.7,13.0,M
Tom Clancys Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,675.0,M
One Piece: Burning Blood,PlayStation,2016.0,Fighting,Namco Bandai Games,0.0,0.02,0.08,0.01,0.11,62.0,4.0,7.8,11.0,T
Pinball Hall of Fame: The Williams Collection,Nintendo,2011.0,Misc,Crave Entertainment,0.1,0.0,0.0,0.01,0.11,67.0,5.0,7.3,8.0,E10+
FlatOut: Ultimate Carnage,Xbox,2007.0,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,80.0,44.0,8.8,66.0,T
Operation Abyss: New Tokyo Legacy,PlayStation,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.0,0.06,0.01,0.11,66.0,25.0,7.4,25.0,M
Digimon Digital Card Battle,PlayStation,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,51.0,5.0,9.0,44.0,T
Harvey Birdman: Attorney at Law,PlayStation,2008.0,Adventure,Capcom,0.09,0.0,0.0,0.01,0.11,62.0,19.0,8.2,9.0,T
Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01,0.11,75.0,4.0,4.9,89.0,No Rating
Aquapazza: Aquaplus Dream Match,PlayStation,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75.0,13.0,7.8,20.0,T
Lucha Libre AAA: Heroes del Ring,PlayStation,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,6.0,7.4,11.0,T
Dead to Rights II,Xbox,2005.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,54.0,35.0,7.4,5.0,M
Pac-Man and the Ghostly Adventures 2,Xbox,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,7.0,6.5,10.0,E10+
Trauma Center: Under the Knife 2,Nintendo,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,79.0,29.0,8.5,11.0,T
SimCity 2000,Nintendo,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62.0,9.0,7.8,11.0,E
Rocky Balboa,PlayStation,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.1,58.0,17.0,6.6,11.0,T
X-Men: The Official Game,Nintendo,2006.0,Action,Activision,0.1,0.0,0.0,0.01,0.1,50.0,17.0,7.8,6.0,E10+
"Sakura Wars: So Long, My Love",Nintendo,2010.0,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01,0.1,75.0,30.0,7.3,31.0,T
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,9.0,4.4,241.0,E
Gravity Games Bike: Street Vert Dirt,PlayStation,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,24.0,12.0,4.1,27.0,T
Top Spin,PlayStation,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67.0,28.0,7.8,12.0,E
Family Feud: 2012 Edition,Xbox,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47.0,4.0,5.3,6.0,E10+
UFC: Tapout 2,Xbox,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,66.0,14.0,7.3,4.0,T
Sacred 3,PlayStation,2014.0,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13.0,3.4,46.0,M
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1,82.0,32.0,8.2,144.0,T
The Godfather: Mob Wars,PlayStation,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,34.0,7.9,16.0,M
Vexx,Xbox,2003.0,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,70.0,21.0,8.5,10.0,T
F1 Career Challenge,PlayStation,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15.0,7.7,15.0,E
Patapon 2,PlayStation,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,49.0,8.3,62.0,E
Pariah,Xbox,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70.0,52.0,7.4,19.0,M
Metal Slug 3,Xbox,2004.0,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76.0,56.0,5.1,15.0,T
Winning Eleven: Pro Evolution Soccer 2007,Xbox,2006.0,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,79.0,22.0,6.5,33.0,E
Banjo-Pilot,Nintendo,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1,68.0,22.0,5.9,9.0,E
The First Templar,Xbox,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,21.0,6.3,26.0,T
Gallop Racer 2006,PlayStation,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,15.0,8.3,8.0,E
Terraria,PlayStation,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,17.0,7.8,112.0,T
Frogger: Ancient Shadow,PlayStation,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54.0,17.0,4.0,5.0,E
Princess Debut,Nintendo,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.4,7.0,E
Metal Arms: Glitch in the System,Nintendo,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,30.0,8.9,20.0,T
Tom Clancys Splinter Cell: Chaos Theory,Nintendo,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,28.0,8.5,16.0,M
Escape From Monkey Island,PlayStation,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,84.0,21.0,8.3,12.0,T
The Lord of the Rings: Conquest,Nintendo,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9.0,7.8,6.0,E10+
Gretzky NHL,PlayStation,2005.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61.0,23.0,7.4,10.0,E
Dropship: United Peace Force,PlayStation,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,17.0,8.6,10.0,T
Medieval II: Total War,PC,2006.0,Strategy,Sega,0.0,0.09,0.0,0.02,0.1,88.0,39.0,8.9,654.0,T
Road Rash: Jailbreak,Nintendo,2003.0,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78.0,15.0,9.0,24.0,T
Thrillville: Off the Rails,PlayStation,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,7.0,0.6,24.0,E10+
Cloudy With a Chance of Meatballs,PlayStation,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66.0,9.0,6.0,5.0,E
Syberia,Xbox,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,17.0,7.0,5.0,T
G1 Jockey 3,PlayStation,2002.0,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,12.0,9.0,10.0,E
Exit DS,Nintendo,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0,E
Blades of Time,Xbox,2012.0,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,52.0,23.0,6.5,30.0,M
Riviera: The Promised Land,Nintendo,2004.0,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,26.0,8.8,22.0,T
Yggdra Union: Well Never Fight Alone,PlayStation,2008.0,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,17.0,7.9,18.0,T
Bujingai: The Forsaken City,PlayStation,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,28.0,7.5,14.0,T
Universe at War: Earth Assault,Xbox,2008.0,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,44.0,8.3,57.0,T
Death By Degrees,PlayStation,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,51.0,45.0,6.2,24.0,M
JU-ON: The Grudge,Nintendo,2009.0,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0,M
Resident Evil 6,PlayStation,2016.0,Shooter,Capcom,0.08,0.0,0.01,0.02,0.1,60.0,19.0,6.7,100.0,M
NASCAR The Game: Inside Line,Xbox,2012.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7.0,3.4,27.0,E
Colin McRae Rally 04,Xbox,2004.0,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84.0,33.0,8.1,19.0,E
FIFA Street,Xbox,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,21.0,8.0,9.0,E
Terraria,Nintendo,2016.0,Action,505 Games,0.0,0.05,0.05,0.0,0.1,71.0,6.0,7.1,21.0,T
Hot Wheels: Stunt Track Challenge,Xbox,2004.0,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,11.0,6.2,5.0,E
Blitz: The League II,Xbox,2008.0,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,34.0,7.2,13.0,M
Miami Law,Nintendo,2009.0,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56.0,14.0,8.8,4.0,T
The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,70.0,41.0,7.6,77.0,E
Capcom vs. SNK 2 EO,Xbox,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80.0,26.0,8.7,13.0,T
Hunter: The Reckoning,Nintendo,2002.0,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,13.0,7.6,7.0,M
Baten Kaitos Origins,Nintendo,2006.0,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75.0,21.0,8.9,23.0,T
E\xc2\xb7O\xc2\xb7E: Eve of Extinction,PlayStation,2002.0,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,28.0,7.2,6.0,T
Surfs Up,Xbox,2007.0,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,15.0,6.1,9.0,E10+
NHL 2004,Nintendo,2003.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,18.0,8.4,7.0,E
Shovel Knight,Nintendo,2015.0,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,24.0,8.3,280.0,E
X-Men: The Official Game,Xbox,2006.0,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,38.0,8.1,7.0,T
RLH: Run Like Hell,PlayStation,2002.0,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,58.0,27.0,8.2,9.0,M
The Ant Bully,PlayStation,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52.0,19.0,4.2,6.0,E10+
Conflict: Global Terror,Xbox,2005.0,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62.0,24.0,7.9,8.0,M
Scribblenauts Unmasked: A DC Comics Adventure,Nintendo,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,17.0,6.3,39.0,E10+
Agatha Christie: The ABC Murders,Nintendo,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53.0,11.0,6.5,4.0,T
Monster Rancher EVO,PlayStation,2005.0,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58.0,16.0,6.8,8.0,E10+
Steins;Gate,PlayStation,2013.0,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,83.0,16.0,9.2,87.0,M
Help Wanted: 50 Wacky Jobs,Nintendo,2008.0,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,12.0,7.0,5.0,E10+
Beach Spikers: Virtua Beach Volleyball,Nintendo,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76.0,31.0,8.2,10.0,E
Draglade,Nintendo,2007.0,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,71.0,23.0,7.5,4.0,E10+
Scribblenauts Unmasked: A DC Comics Adventure,Nintendo,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,7.0,6.2,20.0,E10+
Jade Cocoon 2,PlayStation,2001.0,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76.0,16.0,7.8,22.0,T
Van Helsing,Nintendo,2004.0,Action,Activision,0.07,0.03,0.0,0.0,0.1,33.0,11.0,6.3,6.0,T
Bee Movie Game,PlayStation,2007.0,Action,Activision,0.05,0.04,0.0,0.01,0.1,65.0,11.0,7.5,4.0,E
Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1,37.0,5.0,4.1,33.0,T
Kelly Slaters Pro Surfer,Xbox,2002.0,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15.0,8.0,5.0,E
Beaterator,PlayStation,2009.0,Misc,Take-Two Interactive,0.07,0.02,0.0,0.02,0.1,80.0,44.0,7.8,13.0,E
NFL Tour,Xbox,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35.0,3.1,45.0,E
Sudoku Mania,Nintendo,2006.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,25.0,4.0,3.5,4.0,E
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PlayStation,2005.0,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49.0,9.0,8.0,11.0,E10+
The Bards Tale,Xbox,2004.0,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75.0,50.0,8.8,4.0,T
Alien Hominid,PlayStation,2004.0,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78.0,47.0,8.3,13.0,T
Pac-Man and the Ghostly Adventures 2,PlayStation,2014.0,Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,0.1,59.0,11.0,6.3,4.0,E10+
Myst,Nintendo,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43.0,25.0,3.5,6.0,E
naild,Xbox,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64.0,49.0,7.1,16.0,E10+
Tom Clancys Splinter Cell,Nintendo,2003.0,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,21.0,8.6,8.0,T
Bullet Witch,Xbox,2006.0,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55.0,59.0,6.1,41.0,M
Spider-Man: Web of Shadows,Nintendo,2008.0,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12.0,7.5,14.0,E10+
Rolling Stone: Drum King,Nintendo,2009.0,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32.0,4.0,1.8,4.0,T
NBA Ballers: Rebound,PlayStation,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69.0,17.0,7.7,7.0,E
Kings Field: The Ancient City,PlayStation,2001.0,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60.0,14.0,8.5,14.0,T
Silent Scope Complete,Xbox,2004.0,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69.0,25.0,7.4,5.0,M
Leisure Suit Larry: Box Office Bust,PlayStation,2009.0,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17.0,11.0,1.7,37.0,M
Indigo Prophecy,Xbox,2005.0,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84.0,51.0,7.7,39.0,M
Sneakers,Xbox,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28.0,13.0,4.6,8.0,E
X-Men: Destiny,Nintendo,2011.0,Action,Activision,0.07,0.02,0.0,0.01,0.1,36.0,10.0,4.5,15.0,T
NHL 2K6,Xbox,2005.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75.0,37.0,6.1,24.0,E10+
Contact,Nintendo,2006.0,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73.0,36.0,8.2,35.0,E10+
College Hoops 2K6,Xbox,2005.0,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82.0,17.0,9.2,6.0,E
Pokemon Rumble World,Nintendo,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.1,58.0,16.0,6.3,70.0,E10+
Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1,43.0,12.0,5.1,57.0,No Rating
Predator: Concrete Jungle,Xbox,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46.0,17.0,8.0,10.0,M
The Crew: Wild Run,PlayStation,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,T
Opoona,Nintendo,2007.0,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,65.0,33.0,7.7,14.0,E10+
Universal Studios Theme Parks Adventure,Nintendo,2001.0,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,39.0,11.0,2.9,11.0,T
Rocky: Legends,Xbox,2004.0,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1,67.0,21.0,5.2,6.0,T
Prinny: Can I Really Be the Hero?,PlayStation,2008.0,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.1,72.0,45.0,7.0,41.0,T
Star Trek: Shattered Universe,PlayStation,2004.0,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,42.0,19.0,8.3,18.0,E
Phantom Brave: The Hermuda Triangle,PlayStation,2010.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,65.0,16.0,7.3,11.0,T
Ultra Street Fighter IV,PlayStation,2015.0,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,28.0,5.9,94.0,T
Dragon Ball: Evolution,PlayStation,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,28.0,16.0,0.9,51.0,T
Natural Doctrine,PlayStation,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6.0,79.0,M
Disgaea Infinite,PlayStation,2010.0,Adventure,Nippon Ichi Software,0.08,0.0,0.01,0.01,0.1,64.0,15.0,4.4,40.0,T
NeverDead,Xbox,2012.0,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52.0,46.0,5.5,65.0,M
Thor: God of Thunder,Nintendo,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,T
Blades of Time,PlayStation,2012.0,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53.0,19.0,7.2,22.0,M
MotoGP 07,PlayStation,2007.0,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,62.0,26.0,9.1,7.0,E
Cubic Ninja,Nintendo,2011.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51.0,15.0,5.9,14.0,E
